Source Name	Comment [GEO_sample]	Comment [ENA_SAMPLE]	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [organism]	Characteristics [strain]	Characteristics[sex]	Characteristics [age]	Unit[time unit]	Characteristics[organism part]	Characteristics [cell type]	Characteristics [FACS marker]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[single cell isolation]	Comment[input molecule]	Comment[library construction]	Comment[end bias]	Comment[primer]	Comment[spike in]	Comment[spike in dilution]	Comment[LIBRARY_STRAND]	Comment [LIBRARY_LAYOUT]	Comment [LIBRARY_SOURCE]	Comment [LIBRARY_STRATEGY]	Comment [LIBRARY_SELECTION]	Comment [INSTRUMENT_MODEL]	Assay Name	Comment[technical replicate group]	Comment [ENA_EXPERIMENT]	Comment [Platform_title]	Technology Type	Protocol REF	Scan Name	Comment [ENA_RUN]	Comment [FASTQ_URI]	FactorValue[single cell identifier]	FactorValue [cell type]
Prog_477	GSM2167971 1	SRS1455524	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_477	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2167971 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2167971	Prog_477	SRX1784534	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3557808	SRR3557808	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/008/SRR3557808/SRR3557808.fastq.gz	Prog_477	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_477	GSM2169891 1	SRS1457015	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_Rep_477	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2169891 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2169891	Prog_477	SRX1786454	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3559728	SRR3559728	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/008/SRR3559728/SRR3559728.fastq.gz	Prog_477	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_478	GSM2167972 1	SRS1455526	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_478	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2167972 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2167972	Prog_478	SRX1784535	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3557809	SRR3557809	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/009/SRR3557809/SRR3557809.fastq.gz	Prog_478	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_478	GSM2169892 1	SRS1457017	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_Rep_478	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2169892 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2169892	Prog_478	SRX1786455	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3559729	SRR3559729	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/009/SRR3559729/SRR3559729.fastq.gz	Prog_478	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_479	GSM2167973 1	SRS1455529	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_479	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2167973 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2167973	Prog_479	SRX1784536	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3557810	SRR3557810	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/000/SRR3557810/SRR3557810.fastq.gz	Prog_479	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_479	GSM2169893 1	SRS1457020	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_Rep_479	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2169893 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2169893	Prog_479	SRX1786456	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3559730	SRR3559730	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/000/SRR3559730/SRR3559730.fastq.gz	Prog_479	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_480	GSM2167974 1	SRS1455525	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_480	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2167974 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2167974	Prog_480	SRX1784537	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3557811	SRR3557811	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/001/SRR3557811/SRR3557811.fastq.gz	Prog_480	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_480	GSM2169894 1	SRS1457018	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_Rep_480	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2169894 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2169894	Prog_480	SRX1786457	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3559731	SRR3559731	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/001/SRR3559731/SRR3559731.fastq.gz	Prog_480	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_481	GSM2167975 1	SRS1455527	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_481	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2167975 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2167975	Prog_481	SRX1784538	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3557812	SRR3557812	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/002/SRR3557812/SRR3557812.fastq.gz	Prog_481	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_481	GSM2169895 1	SRS1457019	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_Rep_481	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2169895 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2169895	Prog_481	SRX1786458	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3559732	SRR3559732	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/002/SRR3559732/SRR3559732.fastq.gz	Prog_481	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_482	GSM2167976 1	SRS1455528	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_482	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2167976 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2167976	Prog_482	SRX1784539	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3557813	SRR3557813	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/003/SRR3557813/SRR3557813.fastq.gz	Prog_482	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_482	GSM2169896 1	SRS1457022	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_Rep_482	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2169896 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2169896	Prog_482	SRX1786459	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3559733	SRR3559733	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/003/SRR3559733/SRR3559733.fastq.gz	Prog_482	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_483	GSM2167977 1	SRS1455530	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_483	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2167977 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2167977	Prog_483	SRX1784540	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3557814	SRR3557814	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/004/SRR3557814/SRR3557814.fastq.gz	Prog_483	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_483	GSM2169897 1	SRS1457021	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_Rep_483	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2169897 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2169897	Prog_483	SRX1786460	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3559734	SRR3559734	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/004/SRR3559734/SRR3559734.fastq.gz	Prog_483	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_484	GSM2167978 1	SRS1455531	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_484	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2167978 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2167978	Prog_484	SRX1784541	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3557815	SRR3557815	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/005/SRR3557815/SRR3557815.fastq.gz	Prog_484	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_484	GSM2169898 1	SRS1457023	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_Rep_484	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2169898 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2169898	Prog_484	SRX1786461	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3559735	SRR3559735	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/005/SRR3559735/SRR3559735.fastq.gz	Prog_484	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_485	GSM2167979 1	SRS1455532	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_485	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2167979 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2167979	Prog_485	SRX1784542	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3557816	SRR3557816	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/006/SRR3557816/SRR3557816.fastq.gz	Prog_485	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_485	GSM2169899 1	SRS1457026	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_Rep_485	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2169899 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2169899	Prog_485	SRX1786462	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3559736	SRR3559736	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/006/SRR3559736/SRR3559736.fastq.gz	Prog_485	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_486	GSM2167980 1	SRS1455533	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_486	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2167980 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2167980	Prog_486	SRX1784543	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3557817	SRR3557817	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/007/SRR3557817/SRR3557817.fastq.gz	Prog_486	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_486	GSM2169900 1	SRS1457024	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_Rep_486	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2169900 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2169900	Prog_486	SRX1786463	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3559737	SRR3559737	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/007/SRR3559737/SRR3559737.fastq.gz	Prog_486	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_487	GSM2167981 1	SRS1455534	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_487	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2167981 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2167981	Prog_487	SRX1784544	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3557818	SRR3557818	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/008/SRR3557818/SRR3557818.fastq.gz	Prog_487	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_487	GSM2169901 1	SRS1457025	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_Rep_487	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2169901 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2169901	Prog_487	SRX1786464	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3559738	SRR3559738	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/008/SRR3559738/SRR3559738.fastq.gz	Prog_487	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_488	GSM2167982 1	SRS1455535	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_488	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2167982 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2167982	Prog_488	SRX1784545	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3557819	SRR3557819	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/009/SRR3557819/SRR3557819.fastq.gz	Prog_488	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_488	GSM2169902 1	SRS1457027	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_Rep_488	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2169902 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2169902	Prog_488	SRX1786465	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3559739	SRR3559739	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/009/SRR3559739/SRR3559739.fastq.gz	Prog_488	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_489	GSM2167983 1	SRS1455536	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_489	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2167983 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2167983	Prog_489	SRX1784546	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3557820	SRR3557820	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/000/SRR3557820/SRR3557820.fastq.gz	Prog_489	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_489	GSM2169903 1	SRS1457028	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_Rep_489	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2169903 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2169903	Prog_489	SRX1786466	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3559740	SRR3559740	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/000/SRR3559740/SRR3559740.fastq.gz	Prog_489	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_490	GSM2167984 1	SRS1455537	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_490	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2167984 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2167984	Prog_490	SRX1784547	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3557821	SRR3557821	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/001/SRR3557821/SRR3557821.fastq.gz	Prog_490	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_490	GSM2169904 1	SRS1457029	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_Rep_490	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2169904 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2169904	Prog_490	SRX1786467	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3559741	SRR3559741	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/001/SRR3559741/SRR3559741.fastq.gz	Prog_490	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
